order_id,payment_sequential,payment_type,payment_installments,payment_value
13516,1,credit_card,1,41.0
13517,1,credit_card,4,138.96
13518,1,credit_card,1,91.16
13519,1,credit_card,1,59.04
13520,1,credit_card,4,44.75
13521,1,credit_card,1,83.13
13522,1,credit_card,4,322.68
13523,1,boleto,1,48.17
13524,1,credit_card,2,139.71
13525,1,credit_card,7,92.9
13526,1,credit_card,4,117.0
13527,1,credit_card,8,713.7
13528,1,credit_card,1,104.59
13529,1,boleto,1,213.79
13530,1,credit_card,1,65.53
13531,1,boleto,1,140.49
13532,1,credit_card,1,67.89
13533,1,credit_card,2,144.56
13534,1,credit_card,3,88.9
13535,1,credit_card,3,179.76
13536,1,credit_card,8,162.9
13537,1,credit_card,10,801.49
13538,1,boleto,1,161.3
13539,1,credit_card,8,103.02
13540,2,voucher,1,42.04
13541,1,boleto,1,63.11
13542,1,boleto,1,126.37
13543,1,credit_card,9,463.77
13544,1,boleto,1,52.27
13545,1,credit_card,1,33.87
13546,1,credit_card,9,98.56
13547,5,voucher,1,9.37
13548,1,boleto,1,202.06
13549,1,credit_card,8,86.64
13550,1,boleto,1,192.3
13551,1,credit_card,2,25.38
13552,2,voucher,1,250.0
13553,1,credit_card,1,524.24
13554,1,boleto,1,286.55
13555,1,credit_card,10,103.59
13556,2,voucher,1,19.12
13557,1,credit_card,6,165.52
13558,1,boleto,1,278.41
13559,1,credit_card,3,465.99
13560,1,boleto,1,46.22
13561,1,credit_card,2,45.0
13562,1,credit_card,1,69.97
13563,1,boleto,1,212.83
13564,1,credit_card,6,321.58
13565,1,credit_card,3,50.85
13566,1,credit_card,3,77.68
13567,1,credit_card,2,64.14
13568,1,credit_card,10,459.34
13569,1,credit_card,1,270.57
13570,1,credit_card,4,103.55
13571,1,boleto,1,105.37
13572,1,credit_card,2,243.71
13573,1,boleto,1,22.72
13574,1,boleto,1,125.94
13575,1,credit_card,1,70.97
13576,1,credit_card,2,34.86
13577,1,boleto,1,136.31
13578,1,credit_card,2,168.06
13579,1,boleto,1,121.64
13580,1,credit_card,1,37.36
13581,1,credit_card,1,137.6
13582,1,boleto,1,28.28
13583,1,credit_card,2,143.32
13584,1,credit_card,4,81.21
13585,1,credit_card,2,72.14
13586,1,credit_card,10,292.98
13587,1,credit_card,1,197.58
13588,1,credit_card,2,96.26
13589,1,credit_card,3,37.31
13590,1,boleto,1,92.15
13591,1,boleto,1,374.1
13592,1,credit_card,3,168.03
13593,1,credit_card,8,332.25
13594,1,credit_card,1,141.79
13595,1,credit_card,8,328.15
13596,1,credit_card,2,137.28
13597,1,credit_card,8,89.29
13598,1,credit_card,1,87.64
13599,1,credit_card,1,14.29
13600,1,credit_card,3,60.45
13601,1,credit_card,6,82.57
13602,1,credit_card,5,125.97
13603,3,voucher,1,10.32
13604,1,credit_card,8,371.59
13605,1,boleto,1,128.85
13606,1,credit_card,1,35.38
13607,1,credit_card,1,136.08
13608,1,credit_card,1,117.08
13609,1,credit_card,2,42.67
13610,1,credit_card,1,39.28
13611,1,credit_card,1,29.5
13612,1,boleto,1,19.62
13613,1,credit_card,1,125.2
13614,1,credit_card,1,88.5
13615,1,credit_card,1,183.0
13616,1,credit_card,5,144.78
13617,1,credit_card,1,189.37
13618,1,credit_card,1,62.39
13619,1,credit_card,4,382.62
13620,1,credit_card,1,14.52
13621,1,credit_card,6,418.58
13622,1,credit_card,1,179.0
13623,1,credit_card,1,68.38
13624,1,credit_card,13,133.34
13625,1,credit_card,1,42.41
13626,2,voucher,1,63.41
13627,1,boleto,1,118.66
13628,1,credit_card,1,69.64
13629,1,credit_card,4,168.75
13630,1,credit_card,1,327.28
13631,1,credit_card,3,72.64
13632,1,credit_card,3,120.59
13633,1,credit_card,1,171.22
13634,1,credit_card,1,67.62
13635,1,credit_card,10,222.67
13636,1,credit_card,6,126.67
13637,2,debit_card,1,119.54
13638,1,credit_card,8,186.94
13639,1,credit_card,2,59.6
13640,1,credit_card,2,28.1
13641,1,credit_card,1,136.32
13642,1,credit_card,2,76.02
13643,1,credit_card,8,334.98
13644,1,boleto,1,36.78
13645,1,credit_card,1,35.0
13646,1,credit_card,12,128.17
13647,1,credit_card,1,47.13
13648,1,credit_card,3,158.3
13649,1,credit_card,2,27.98
13650,1,credit_card,1,139.03
13651,1,boleto,1,193.53
13652,1,boleto,1,118.93
13653,1,credit_card,2,137.53
13654,1,credit_card,5,53.98
13655,1,credit_card,7,76.98
13656,1,boleto,1,334.05
13657,2,voucher,1,55.05
13658,1,credit_card,6,114.34
13659,1,boleto,1,107.05
13660,1,credit_card,6,221.19
13661,1,credit_card,4,159.14
13662,1,credit_card,4,328.17
13663,1,credit_card,4,94.3
13664,1,credit_card,3,119.5
13665,1,boleto,1,37.77
13666,1,boleto,1,104.37
13667,1,credit_card,2,73.66
13668,1,credit_card,1,150.39
13669,1,credit_card,1,61.75
13670,1,credit_card,6,187.1
13671,1,credit_card,6,106.99
13672,1,credit_card,2,195.0
13673,1,credit_card,1,57.76
13674,1,credit_card,8,187.1
13675,1,boleto,1,37.0
13676,1,credit_card,4,100.35
13677,1,credit_card,6,127.92
13678,1,credit_card,1,139.04
13679,1,boleto,1,54.46
13680,1,boleto,1,68.62
13681,1,boleto,1,115.7
13682,1,credit_card,6,69.49
13683,1,credit_card,2,72.58
13684,1,credit_card,4,213.16
13685,1,credit_card,2,57.58
13686,1,boleto,1,99.9
13687,1,credit_card,1,237.24
13688,1,credit_card,3,31.1
13689,1,credit_card,10,265.73
13690,1,credit_card,1,108.51
13691,1,credit_card,10,671.7
13692,1,credit_card,4,158.07
13693,1,credit_card,1,764.52
13694,1,credit_card,1,46.35
13695,1,credit_card,3,72.18
13696,1,credit_card,3,208.64
13697,1,credit_card,1,408.99
13698,1,credit_card,2,235.81
13699,1,credit_card,3,218.55
13700,1,boleto,1,91.86
13701,1,credit_card,1,43.62
13702,1,credit_card,1,85.01
13703,1,credit_card,2,216.45
13704,1,boleto,1,45.55
13705,1,boleto,1,74.97
13706,1,credit_card,2,114.14
13707,1,boleto,1,41.79
13708,1,credit_card,3,139.98
13709,1,boleto,1,168.1
13710,1,credit_card,3,31.7
13711,1,credit_card,8,107.78
13712,1,credit_card,1,135.6
13713,1,credit_card,1,88.83
13714,1,boleto,1,217.06
13715,1,credit_card,1,123.8
13716,1,credit_card,2,194.12
13717,1,credit_card,1,135.5
13718,1,credit_card,3,231.86
13719,1,credit_card,1,98.61
13720,1,credit_card,3,67.23
13721,1,credit_card,10,416.55
13722,1,credit_card,5,545.08
13723,1,boleto,1,87.16
13724,2,voucher,1,31.73
13725,1,voucher,1,99.7
13726,1,boleto,1,232.84
13727,1,credit_card,5,104.85
13728,1,credit_card,2,45.1
13729,1,credit_card,1,69.04
13730,1,boleto,1,188.12
13731,1,credit_card,2,67.13
13732,1,credit_card,10,1869.8
13733,1,boleto,1,143.89
13734,1,credit_card,4,181.76
13735,1,boleto,1,90.55
13736,1,credit_card,3,169.32
13737,1,credit_card,6,371.55
13738,1,credit_card,1,483.7
13739,1,credit_card,2,29.51
13740,1,credit_card,10,207.27
13741,1,credit_card,2,46.69
13742,1,credit_card,5,561.92
13743,1,credit_card,2,89.7
13744,1,credit_card,1,33.69
13745,1,credit_card,2,148.24
13746,1,credit_card,10,819.09
13747,1,credit_card,5,117.85
13748,2,voucher,1,20.0
13749,1,credit_card,1,48.43
13750,1,credit_card,8,166.81
13751,1,credit_card,3,33.51
13752,1,credit_card,8,863.75
13753,1,boleto,1,53.85
13754,1,credit_card,3,97.12
13755,1,credit_card,10,465.11
13756,1,boleto,1,63.83
13757,1,boleto,1,17.39
13758,1,boleto,1,27.38
13759,1,credit_card,2,108.42
13760,1,credit_card,5,74.72
13761,1,credit_card,5,214.91
13762,1,credit_card,3,375.08
13763,1,credit_card,1,40.17
13764,1,credit_card,4,104.7
13765,1,credit_card,10,163.69
13766,1,credit_card,3,266.89
13767,1,boleto,1,469.71
13768,1,credit_card,2,126.57
13769,4,voucher,1,4.84
13770,1,boleto,1,249.03
13771,1,credit_card,10,1272.76
13772,1,boleto,1,99.18
13773,1,boleto,1,209.46
13774,1,credit_card,5,53.98
13775,1,boleto,1,54.84
13776,1,credit_card,4,163.81
13777,1,credit_card,1,48.34
13778,1,credit_card,4,44.0
13779,1,boleto,1,19.33
13780,1,boleto,1,672.41
13781,1,credit_card,1,104.26
13782,1,credit_card,1,73.96
13783,1,credit_card,10,217.82
13784,1,credit_card,1,14.92
13785,1,boleto,1,49.7
13786,1,credit_card,1,209.41
13787,1,credit_card,2,99.01
13788,1,credit_card,2,144.86
13789,1,credit_card,1,168.67
13790,1,credit_card,1,85.15
13791,1,credit_card,1,231.27
13792,1,boleto,1,112.49
13793,1,boleto,1,177.41
13794,1,boleto,1,22.45
13795,1,credit_card,1,37.31
13796,1,debit_card,1,111.2
13797,1,credit_card,2,151.02
13798,1,credit_card,7,154.12
13799,1,credit_card,8,196.13
13800,1,credit_card,10,146.68
13801,1,credit_card,3,428.8
13802,1,boleto,1,155.03
13803,1,credit_card,1,14.47
13804,1,boleto,1,161.49
13805,1,credit_card,1,153.1
13806,1,voucher,1,77.57
13807,1,credit_card,2,353.31
13808,1,credit_card,1,20.04
13809,1,credit_card,2,39.32
13810,1,credit_card,8,218.27
13811,1,boleto,1,54.58
13812,1,credit_card,1,302.03
13813,1,credit_card,3,112.94
13814,1,credit_card,1,57.16
13815,1,credit_card,3,86.41
13816,1,credit_card,2,87.64
13817,1,boleto,1,38.11
13818,7,voucher,1,8.1
13819,1,credit_card,1,183.73
13820,1,credit_card,1,26.88
13821,1,credit_card,2,45.5
13822,1,credit_card,1,96.96
13823,1,credit_card,5,54.05
13824,1,credit_card,4,400.66
13825,1,credit_card,6,67.28
13826,1,boleto,1,204.22
13827,1,credit_card,3,161.27
13828,1,credit_card,5,113.65
13829,1,credit_card,1,13.87
13830,1,credit_card,2,88.23
13831,1,credit_card,8,354.02
13832,1,boleto,1,38.13
13833,1,credit_card,3,499.69
13834,1,credit_card,1,101.7
13835,1,credit_card,10,257.46
13836,1,boleto,1,37.36
13837,1,debit_card,1,71.85
13838,1,boleto,1,474.4
13839,1,credit_card,1,84.24
13840,1,boleto,1,962.52
13841,1,credit_card,1,53.88
13842,1,debit_card,1,53.27
13843,1,credit_card,6,421.61
13844,1,credit_card,2,83.72
13845,1,credit_card,4,166.38
13846,1,credit_card,7,79.17
13847,1,credit_card,3,64.77
13848,1,credit_card,6,317.85
13849,1,credit_card,3,159.65
13850,1,credit_card,7,72.42
13851,1,credit_card,3,65.71
13852,1,boleto,1,70.97
13853,1,credit_card,3,120.81
13854,1,boleto,1,164.66
13855,3,voucher,1,50.0
13856,2,voucher,1,2.18
13857,1,credit_card,3,62.01
13858,1,credit_card,4,240.32
13859,1,credit_card,1,87.52
13860,1,credit_card,4,435.64
13861,1,credit_card,2,225.23
13862,1,boleto,1,42.51
13863,1,credit_card,4,80.2
13864,1,credit_card,2,144.5
13865,1,credit_card,1,369.6
13866,1,credit_card,6,273.55
13867,1,credit_card,10,2626.07
13868,1,credit_card,1,426.94
13869,1,voucher,1,176.09
13870,1,credit_card,1,43.09
13871,1,credit_card,7,97.69
13872,1,credit_card,3,88.72
13873,1,boleto,1,132.3
13874,1,credit_card,1,1244.74
13875,1,credit_card,3,72.83
13876,1,credit_card,5,136.3
13877,1,credit_card,1,144.07
13878,1,credit_card,1,37.85
13879,1,credit_card,6,227.76
13880,1,credit_card,3,295.71
13881,1,credit_card,1,60.42
13882,1,credit_card,10,525.61
13883,1,debit_card,1,101.01
13884,1,credit_card,2,265.45
13885,1,credit_card,2,56.63
13886,1,debit_card,1,37.75
13887,1,credit_card,3,176.26
13888,1,credit_card,3,286.64
13889,1,boleto,1,376.4
13890,1,credit_card,4,81.01
13891,1,credit_card,4,46.01
13892,1,credit_card,2,173.88
13893,1,boleto,1,438.18
13894,1,boleto,1,119.19
13895,1,credit_card,1,141.32
13896,1,credit_card,5,159.22
13897,1,credit_card,3,124.42
13898,1,credit_card,9,186.49
13899,1,credit_card,10,295.56
13900,1,boleto,1,70.89
13901,1,boleto,1,32.09
13902,1,credit_card,1,117.84
13903,1,credit_card,10,185.98
13904,1,credit_card,1,54.0
13905,1,credit_card,2,101.64
13906,1,credit_card,4,48.09
13907,1,credit_card,3,85.08
13908,1,credit_card,1,24.15
13909,1,credit_card,1,46.86
13910,1,credit_card,1,80.86
13911,1,credit_card,2,183.64
13912,1,credit_card,1,35.13
13913,1,boleto,1,27.95
13914,1,credit_card,2,281.96
13915,1,credit_card,10,101.73
13916,1,voucher,1,36.84
13917,1,credit_card,6,1234.15
13918,1,credit_card,4,119.55
13919,1,credit_card,3,95.21
13920,1,credit_card,2,158.07
13921,1,boleto,1,165.54
13922,1,boleto,1,72.7
13923,1,credit_card,4,100.34
13924,1,boleto,1,63.4
13925,1,credit_card,5,205.53
13926,1,credit_card,2,165.57
13927,1,credit_card,4,220.39
13928,1,boleto,1,79.05
13929,1,boleto,1,43.68
13930,1,credit_card,1,128.31
13931,1,credit_card,4,191.83
13932,1,credit_card,2,400.7
13933,1,credit_card,1,6.4
13934,1,credit_card,8,143.22
13935,1,credit_card,3,208.24
13936,1,credit_card,8,300.56
13937,1,credit_card,3,115.21
13938,1,boleto,1,63.13
13939,1,credit_card,5,349.07
13940,1,credit_card,3,151.7
13941,1,credit_card,4,57.6
13942,1,credit_card,1,178.43
13943,1,credit_card,4,42.5
13944,1,boleto,1,87.38
13945,1,credit_card,3,102.83
13946,1,boleto,1,83.7
13947,1,boleto,1,71.49
13948,1,credit_card,2,86.73
13949,1,boleto,1,109.67
13950,1,credit_card,4,83.21
13951,1,credit_card,1,69.05
13952,1,credit_card,1,66.05
13953,1,credit_card,10,108.0
13954,1,credit_card,4,89.17
13955,2,voucher,1,38.14
13956,1,boleto,1,167.32
13957,1,credit_card,3,292.39
13958,1,credit_card,1,84.49
13959,1,boleto,1,82.73
13960,1,credit_card,4,99.8
13961,14,voucher,1,42.31
13962,1,credit_card,1,23.29
13963,1,credit_card,4,87.73
13964,1,credit_card,8,410.52
13965,1,boleto,1,30.1
13966,1,boleto,1,51.91
13967,1,credit_card,4,218.55
13968,1,credit_card,2,109.0
13969,1,credit_card,2,171.2
13970,1,boleto,1,299.0
13971,1,credit_card,8,889.79
13972,1,boleto,1,72.75
13973,1,boleto,1,55.24
13974,1,boleto,1,47.38
13975,1,credit_card,3,116.62
13976,1,credit_card,2,142.1
13977,1,credit_card,2,138.97
13978,1,credit_card,1,176.14
13979,1,credit_card,1,162.45
13980,1,credit_card,10,253.65
13981,1,credit_card,6,1137.11
13982,1,credit_card,3,47.43
13983,1,credit_card,2,51.1
13984,1,credit_card,1,36.09
13985,1,boleto,1,36.36
13986,1,boleto,1,47.42
13987,1,credit_card,1,23.74
13988,1,boleto,1,32.38
13989,1,boleto,1,59.66
13990,1,credit_card,1,54.87
13991,1,debit_card,1,231.27
13992,1,boleto,1,152.94
13993,1,credit_card,1,67.7
13994,1,credit_card,10,739.42
13995,1,credit_card,1,42.75
13996,1,credit_card,5,101.27
13997,1,credit_card,4,43.09
13998,2,voucher,1,56.42
13999,1,credit_card,2,331.01
14000,1,boleto,1,54.0
14001,1,credit_card,2,211.58
14002,1,credit_card,2,118.47
14003,1,credit_card,1,84.77
14004,1,credit_card,10,528.62
14005,1,credit_card,3,348.98
14006,1,credit_card,2,196.61
14007,1,credit_card,1,17.78
14008,2,credit_card,4,704.51
14009,1,boleto,1,79.45
14010,1,credit_card,2,27.33
14011,1,credit_card,8,462.06
14012,1,credit_card,5,57.18
14013,1,credit_card,4,115.94
14014,1,credit_card,3,169.83
14015,2,voucher,1,40.48
14016,1,boleto,1,45.39
14017,1,credit_card,1,73.56
14018,1,boleto,1,75.25
14019,1,credit_card,4,180.37
14020,1,credit_card,1,46.0
14021,1,credit_card,1,53.96
14022,1,credit_card,1,53.58
14023,1,credit_card,10,892.75
14024,1,boleto,1,146.88
14025,1,boleto,1,83.23
14026,1,credit_card,1,76.86
14027,1,credit_card,2,131.54
14028,1,credit_card,1,155.64
14029,1,credit_card,5,203.32
14030,1,credit_card,7,344.74
14031,1,credit_card,3,101.18
14032,1,credit_card,1,56.78
14033,1,credit_card,1,105.72
14034,1,credit_card,7,678.08
14035,1,credit_card,1,77.03
14036,1,credit_card,1,127.45
14037,1,credit_card,1,78.64
14038,1,credit_card,1,43.05
14039,1,boleto,1,47.71
14040,1,credit_card,1,8.47
14041,1,credit_card,5,260.09
14042,1,credit_card,6,144.12
14043,1,credit_card,3,168.83
14044,1,credit_card,2,46.52
14045,1,credit_card,1,89.21
14046,1,credit_card,3,180.33
14047,1,boleto,1,27.39
14048,1,boleto,1,247.9
14049,1,credit_card,2,32.59
14050,1,credit_card,2,132.72
14051,1,credit_card,3,35.75
14052,1,credit_card,5,65.0
14053,1,voucher,1,25.46
14054,1,boleto,1,64.58
14055,1,credit_card,7,104.52
14056,1,credit_card,6,368.45
14057,1,credit_card,1,86.2
14058,1,credit_card,1,328.82
14059,1,boleto,1,107.03
14060,1,credit_card,5,548.68
14061,1,credit_card,2,92.68
14062,1,credit_card,1,367.24
14063,1,credit_card,6,152.88
14064,1,credit_card,4,296.1
14065,1,credit_card,5,53.64
14066,1,credit_card,4,84.22
14067,1,credit_card,1,35.82
14068,4,voucher,1,20.71
14069,1,credit_card,6,174.68
14070,1,credit_card,1,90.6
14071,1,credit_card,10,169.28
14072,1,credit_card,5,97.51
14073,1,credit_card,3,50.22
14074,1,credit_card,1,57.75
14075,2,voucher,1,20.0
14076,1,credit_card,1,45.61
14077,2,voucher,1,51.8
14078,1,boleto,1,38.42
14079,1,credit_card,10,207.24
14080,1,credit_card,6,294.71
14081,1,debit_card,1,108.68
14082,1,credit_card,5,123.01
14083,1,credit_card,1,87.71
14084,1,credit_card,1,114.02
14085,2,voucher,1,27.55
14086,1,boleto,1,191.92
14087,1,credit_card,1,83.57
14088,1,credit_card,2,151.04
14089,1,credit_card,2,182.14
14090,1,debit_card,1,20.77
14091,1,credit_card,3,176.3
14092,1,boleto,1,29.33
14093,1,credit_card,4,657.63
14094,1,credit_card,5,142.72
14095,1,credit_card,3,42.51
14096,1,credit_card,5,145.29
14097,1,credit_card,1,37.09
14098,1,boleto,1,73.08
14099,1,credit_card,1,22.29
14100,1,credit_card,8,90.42
14101,1,boleto,1,120.39
14102,1,credit_card,6,105.38
14103,1,credit_card,1,156.64
14104,1,credit_card,1,69.9
14105,1,credit_card,1,41.23
14106,1,credit_card,6,140.91
14107,1,credit_card,1,96.7
14108,1,credit_card,1,80.73
14109,1,credit_card,1,49.41
14110,1,credit_card,6,67.5
14111,1,credit_card,1,62.15
14112,1,credit_card,1,98.56
14113,1,credit_card,3,47.89
14114,1,credit_card,1,70.34
14115,1,credit_card,10,115.37
14116,1,credit_card,2,72.96
14117,1,boleto,1,135.59
14118,1,boleto,1,128.18
14119,1,credit_card,1,5.99
14120,1,credit_card,1,64.14
14121,1,credit_card,2,210.48
14122,1,credit_card,5,105.73
14123,1,credit_card,5,142.33
14124,1,credit_card,4,107.17
14125,1,credit_card,1,122.27
14126,1,boleto,1,328.52
14127,1,credit_card,1,36.35
14128,1,boleto,1,137.18
14129,1,credit_card,8,881.45
14130,1,boleto,1,31.0
14131,1,credit_card,8,89.63
14132,1,boleto,1,124.42
14133,1,credit_card,1,57.91
14134,1,credit_card,8,88.11
14135,1,credit_card,2,65.2
14136,1,credit_card,1,22.45
14137,1,credit_card,2,82.33
14138,2,voucher,1,9.78
14139,1,debit_card,1,62.33
14140,1,voucher,1,33.13
14141,1,credit_card,1,180.3
14142,1,credit_card,2,65.05
14143,1,boleto,1,31.77
14144,1,credit_card,1,63.27
14145,1,boleto,1,117.57
14146,1,credit_card,8,244.08
14147,1,boleto,1,257.02
14148,1,credit_card,5,810.13
14149,1,boleto,1,57.27
14150,1,credit_card,1,201.74
14151,1,credit_card,7,376.36
14152,1,credit_card,8,228.65
14153,1,credit_card,3,155.91
14154,1,credit_card,1,37.54
14155,1,boleto,1,160.76
14156,1,credit_card,1,23.28
14157,1,debit_card,1,92.55
14158,1,credit_card,4,295.72
14159,1,voucher,1,107.78
14160,1,boleto,1,116.06
14161,1,boleto,1,36.78
14162,1,credit_card,1,48.21
14163,1,credit_card,2,143.48
14164,1,credit_card,5,232.03
14165,1,credit_card,1,87.61
14166,1,credit_card,3,32.77
14167,1,credit_card,1,42.1
14168,1,credit_card,3,172.97
14169,1,credit_card,4,148.05
14170,1,credit_card,10,249.57
14171,1,boleto,1,219.18
14172,1,credit_card,7,148.69
14173,1,boleto,1,18.7
14174,1,boleto,1,87.8
14175,1,boleto,1,26.68
14176,1,credit_card,1,43.22
14177,1,credit_card,2,117.96
14178,1,credit_card,10,202.66
14179,1,credit_card,2,337.42
14180,1,boleto,1,220.04
14181,1,boleto,1,158.27
14182,1,credit_card,2,72.36
14183,1,credit_card,2,45.0
14184,1,credit_card,1,196.01
14185,1,credit_card,3,39.09
14186,1,boleto,1,94.19
14187,1,credit_card,2,25.29
14188,1,credit_card,3,265.98
14189,1,boleto,1,87.73
14190,1,boleto,1,58.99
14191,3,voucher,1,20.0
14192,1,credit_card,1,103.13
14193,1,credit_card,1,87.96
14194,1,credit_card,1,131.73
14195,1,credit_card,4,41.79
14196,1,credit_card,2,161.69
14197,1,credit_card,2,90.99
14198,1,credit_card,1,33.1
14199,1,credit_card,4,180.68
14200,1,debit_card,1,232.0
14201,1,credit_card,2,127.84
14202,1,credit_card,3,73.03
14203,1,credit_card,1,97.72
14204,1,credit_card,1,215.07
14205,1,credit_card,10,163.5
14206,1,credit_card,1,46.84
14207,1,credit_card,8,102.92
14208,1,credit_card,1,47.0
14209,1,credit_card,6,268.13
14210,1,credit_card,1,31.11
14211,1,boleto,1,412.96
14212,1,credit_card,4,148.13
14213,1,credit_card,3,65.71
14214,1,boleto,1,43.27
14215,1,voucher,1,29.89
14216,8,voucher,1,6.34
14217,6,voucher,1,20.45
14218,1,boleto,1,117.94
14219,1,credit_card,15,155.1
14220,1,boleto,1,182.6
14221,1,credit_card,1,45.0
14222,1,credit_card,6,405.33
14223,1,credit_card,1,58.62
14224,3,voucher,1,38.89
14225,1,credit_card,1,111.92
14226,1,credit_card,3,135.08
14227,1,boleto,1,70.29
14228,1,credit_card,1,42.58
14229,1,credit_card,4,55.88
14230,1,boleto,1,18.62
14231,1,credit_card,1,46.22
14232,1,credit_card,1,126.37
14233,1,credit_card,1,52.77
14234,1,boleto,1,34.85
14235,1,credit_card,4,143.03
14236,1,credit_card,5,102.03
14237,1,boleto,1,27.68
14238,1,boleto,1,67.59
14239,1,credit_card,1,32.38
14240,1,credit_card,1,32.56
14241,1,boleto,1,103.51
14242,1,credit_card,2,238.69
14243,1,boleto,1,967.67
14244,1,credit_card,2,138.72
14245,1,boleto,1,109.5
14246,1,boleto,1,69.07
14247,1,boleto,1,53.35
14248,1,credit_card,10,511.02
14249,1,credit_card,1,89.25
14250,1,credit_card,1,31.51
14251,1,credit_card,1,78.0
14252,1,boleto,1,157.24
14253,1,credit_card,3,337.84
14254,1,credit_card,3,218.21
14255,1,credit_card,6,319.11
14256,1,credit_card,2,108.2
14257,1,credit_card,2,194.12
14258,1,credit_card,8,179.31
14259,1,boleto,1,511.23
14260,1,credit_card,2,49.1
14261,1,boleto,1,93.64
14262,1,boleto,1,226.22
14263,1,credit_card,1,180.53
14264,1,credit_card,1,352.29
14265,1,credit_card,3,192.14
14266,1,credit_card,10,129.41
14267,1,credit_card,5,146.27
14268,1,credit_card,3,86.15
14269,1,credit_card,1,29.92
14270,1,credit_card,1,97.35
14271,1,credit_card,1,189.07
14272,1,boleto,1,514.37
14273,1,boleto,1,104.37
14274,1,credit_card,2,100.0
14275,1,credit_card,4,45.34
14276,1,credit_card,1,28.88
14277,1,credit_card,2,179.76
14278,1,credit_card,1,442.26
14279,1,credit_card,2,143.55
14280,1,credit_card,4,179.77
14281,1,credit_card,1,63.27
14282,1,boleto,1,74.4
14283,1,credit_card,2,61.88
14284,1,credit_card,3,73.61
14285,1,credit_card,1,100.44
14286,1,credit_card,10,280.59
14287,1,credit_card,3,232.86
14288,2,voucher,1,70.21
14289,1,credit_card,2,153.82
14290,1,credit_card,1,15.88
14291,1,credit_card,1,57.68
14292,1,credit_card,3,68.31
14293,1,credit_card,2,26.05
14294,1,credit_card,5,107.05
14295,1,credit_card,4,93.32
14296,1,boleto,1,68.44
14297,1,credit_card,1,54.43
14298,1,credit_card,10,150.44
14299,2,voucher,1,45.0
14300,2,voucher,1,86.87
14301,1,credit_card,1,39.78
14302,1,credit_card,1,76.17
14303,1,credit_card,6,87.27
14304,1,boleto,1,552.18
14305,1,credit_card,2,27.3
14306,1,credit_card,1,47.33
14307,1,credit_card,5,103.92
14308,1,credit_card,8,228.75
14309,1,credit_card,1,61.52
14310,1,credit_card,4,244.81
14311,1,boleto,1,177.44
14312,1,credit_card,10,622.28
14313,1,credit_card,10,235.64
14314,1,credit_card,3,39.09
14315,1,credit_card,2,74.76
14316,1,boleto,1,116.94
14317,1,boleto,1,106.84
14318,1,credit_card,8,506.97
14319,1,credit_card,4,41.09
14320,1,credit_card,1,80.92
14321,1,credit_card,2,60.1
14322,1,voucher,1,3.71
14323,1,credit_card,9,1014.61
14324,1,credit_card,8,84.23
14325,1,boleto,1,742.85
14326,1,credit_card,4,99.43
14327,1,credit_card,3,162.58
14328,1,boleto,1,233.98
14329,1,boleto,1,59.85
14330,1,credit_card,1,46.76
14331,1,boleto,1,60.0
14332,1,credit_card,1,59.28
14333,1,credit_card,6,123.12
14334,1,credit_card,10,225.22
14335,1,credit_card,2,501.44
14336,1,credit_card,1,37.77
14337,1,credit_card,2,85.08
14338,1,credit_card,1,10.92
14339,1,credit_card,4,819.69
14340,1,credit_card,1,626.68
14341,1,boleto,1,178.27
14342,1,credit_card,14,149.03
14343,1,credit_card,1,206.14
14344,1,credit_card,6,178.22
14345,1,credit_card,1,78.29
14346,1,credit_card,2,171.27
14347,1,credit_card,8,2027.26
14348,1,credit_card,5,54.96
14349,1,credit_card,4,64.62
14350,1,credit_card,1,51.85
14351,1,credit_card,4,119.66
14352,1,boleto,1,40.61
14353,9,voucher,1,5.3
14354,1,boleto,1,182.98
14355,1,credit_card,2,144.18
14356,1,credit_card,2,44.67
14357,1,boleto,1,177.27
14358,1,boleto,1,47.42
14359,1,credit_card,2,116.1
14360,1,credit_card,1,107.36
14361,1,credit_card,6,69.03
14362,1,credit_card,6,67.5
14363,1,credit_card,1,2.2
14364,1,credit_card,8,166.11
14365,1,credit_card,5,118.5
14366,1,boleto,1,48.21
14367,1,boleto,1,317.4
14368,1,credit_card,3,519.74
14369,1,boleto,1,192.37
14370,1,credit_card,1,74.17
14371,1,credit_card,4,220.49
14372,1,credit_card,10,1875.77
14373,1,credit_card,3,211.6
14374,1,credit_card,3,153.09
14375,1,credit_card,8,603.03
14376,3,voucher,1,25.0
14377,1,credit_card,2,276.74
14378,1,credit_card,6,167.29
14379,1,credit_card,1,147.0
14380,1,credit_card,1,343.91
14381,1,credit_card,3,171.3
14382,1,credit_card,1,75.43
14383,1,credit_card,2,52.5
14384,1,credit_card,2,566.41
14385,1,credit_card,2,211.83
14386,1,voucher,1,71.04
14387,1,credit_card,4,111.02
14388,1,credit_card,8,191.99
14389,1,credit_card,1,35.13
14390,1,boleto,1,118.88
14391,1,credit_card,6,122.78
14392,1,credit_card,1,48.34
14393,1,credit_card,10,271.38
14394,1,credit_card,8,215.78
14395,1,credit_card,2,86.61
14396,1,credit_card,3,62.69
14397,1,credit_card,1,55.09
14398,1,boleto,1,145.9
14399,1,credit_card,10,129.37
14400,1,credit_card,2,115.15
14401,1,boleto,1,53.02
