product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty
4724,informatica_acessorios,49.0,1692.0,1.0
4725,brinquedos,59.0,263.0,3.0
4726,cama_mesa_banho,49.0,115.0,1.0
4727,utilidades_domesticas,31.0,680.0,2.0
4728,eletronicos,40.0,449.0,3.0
4729,moveis_decoracao,40.0,247.0,4.0
4730,malas_acessorios,48.0,991.0,10.0
4731,automotivo,51.0,455.0,1.0
4732,cama_mesa_banho,47.0,444.0,2.0
4733,beleza_saude,34.0,184.0,1.0
4734,moveis_decoracao,50.0,238.0,4.0
4735,moveis_decoracao,48.0,820.0,1.0
4736,beleza_saude,56.0,3308.0,1.0
4737,cama_mesa_banho,54.0,188.0,1.0
4738,utilidades_domesticas,47.0,265.0,2.0
4739,fashion_bolsas_e_acessorios,36.0,339.0,2.0
4740,ferramentas_jardim,59.0,1105.0,9.0
4741,moveis_decoracao,32.0,297.0,1.0
4742,beleza_saude,47.0,225.0,1.0
4743,bebes,50.0,524.0,1.0
4744,fashion_bolsas_e_acessorios,59.0,198.0,2.0
4745,cama_mesa_banho,46.0,1391.0,2.0
4746,pet_shop,34.0,1140.0,1.0
4747,papelaria,58.0,278.0,1.0
4748,ferramentas_jardim,35.0,382.0,1.0
4749,pet_shop,57.0,1640.0,2.0
4750,ferramentas_jardim,35.0,227.0,1.0
4751,beleza_saude,49.0,295.0,1.0
4752,relogios_presentes,49.0,389.0,1.0
4753,ferramentas_jardim,60.0,1452.0,1.0
4754,beleza_saude,34.0,1053.0,1.0
4755,beleza_saude,45.0,2616.0,1.0
4756,informatica_acessorios,58.0,1390.0,2.0
4757,beleza_saude,59.0,1054.0,1.0
4758,beleza_saude,12.0,2411.0,1.0
4759,pet_shop,46.0,497.0,2.0
4760,livros_tecnicos,49.0,894.0,1.0
4761,moveis_decoracao,57.0,2273.0,2.0
4762,beleza_saude,51.0,497.0,1.0
4763,construcao_ferramentas_construcao,40.0,783.0,1.0
4764,pet_shop,54.0,459.0,1.0
4765,bebes,46.0,643.0,4.0
4766,malas_acessorios,54.0,791.0,1.0
4767,informatica_acessorios,47.0,462.0,4.0
4768,utilidades_domesticas,43.0,519.0,4.0
4769,esporte_lazer,34.0,459.0,5.0
4770,esporte_lazer,52.0,1321.0,1.0
4771,alimentos_bebidas,35.0,378.0,1.0
4772,utilidades_domesticas,43.0,491.0,1.0
4773,beleza_saude,34.0,752.0,1.0
4774,telefonia,55.0,55.0,1.0
4775,cama_mesa_banho,58.0,662.0,5.0
4776,moveis_escritorio,33.0,1220.0,1.0
4777,bebes,38.0,614.0,1.0
4778,moveis_decoracao,53.0,616.0,1.0
4779,cama_mesa_banho,44.0,445.0,1.0
4780,fashion_bolsas_e_acessorios,48.0,796.0,1.0
4781,cama_mesa_banho,52.0,554.0,1.0
4782,automotivo,44.0,322.0,1.0
4783,informatica_acessorios,60.0,386.0,1.0
4784,utilidades_domesticas,51.0,969.0,3.0
4785,eletrodomesticos,59.0,1031.0,1.0
4786,construcao_ferramentas_construcao,58.0,151.0,1.0
4787,beleza_saude,57.0,1382.0,4.0
4788,utilidades_domesticas,55.0,501.0,1.0
4789,automotivo,60.0,374.0,3.0
4790,eletroportateis,39.0,775.0,3.0
4791,moveis_decoracao,56.0,227.0,7.0
4792,fashion_bolsas_e_acessorios,43.0,250.0,2.0
4793,beleza_saude,58.0,1692.0,4.0
4794,esporte_lazer,63.0,1026.0,3.0
4795,fashion_bolsas_e_acessorios,56.0,726.0,6.0
4796,utilidades_domesticas,51.0,1118.0,5.0
4797,moveis_cozinha_area_de_servico_jantar_e_jardim,54.0,695.0,6.0
4798,brinquedos,27.0,867.0,5.0
4799,brinquedos,54.0,468.0,1.0
4800,relogios_presentes,42.0,176.0,1.0
4801,pet_shop,34.0,1540.0,2.0
4802,utilidades_domesticas,32.0,33.0,3.0
4803,informatica_acessorios,12.0,676.0,2.0
4804,esporte_lazer,56.0,1249.0,1.0
4805,informatica_acessorios,44.0,195.0,1.0
4806,moveis_decoracao,58.0,485.0,2.0
4807,bebes,57.0,271.0,1.0
4808,esporte_lazer,60.0,139.0,1.0
4809,telefonia,42.0,793.0,1.0
4810,utilidades_domesticas,56.0,595.0,1.0
4811,beleza_saude,49.0,819.0,3.0
4812,telefonia_fixa,60.0,218.0,3.0
4813,cama_mesa_banho,58.0,676.0,1.0
4814,esporte_lazer,24.0,211.0,1.0
4815,moveis_decoracao,54.0,1528.0,2.0
4816,brinquedos,60.0,1235.0,3.0
4817,eletronicos,37.0,402.0,1.0
4818,relogios_presentes,50.0,383.0,1.0
4819,utilidades_domesticas,28.0,735.0,2.0
4820,beleza_saude,57.0,2227.0,1.0
4821,esporte_lazer,59.0,1219.0,5.0
4822,cama_mesa_banho,56.0,515.0,1.0
4823,eletrodomesticos_2,46.0,1467.0,2.0
4824,eletrodomesticos,59.0,356.0,3.0
4825,perfumaria,50.0,899.0,3.0
4826,papelaria,60.0,1847.0,3.0
4827,moveis_decoracao,55.0,199.0,2.0
4828,ferramentas_jardim,63.0,525.0,3.0
4829,automotivo,60.0,695.0,6.0
4830,cama_mesa_banho,60.0,102.0,1.0
4831,informatica_acessorios,15.0,159.0,1.0
4832,moveis_decoracao,41.0,1261.0,3.0
4833,cama_mesa_banho,55.0,392.0,1.0
4834,malas_acessorios,56.0,1538.0,4.0
4835,telefonia,46.0,370.0,2.0
4836,cama_mesa_banho,58.0,298.0,1.0
4837,brinquedos,50.0,256.0,2.0
4838,automotivo,58.0,1658.0,3.0
4839,brinquedos,24.0,155.0,1.0
4840,esporte_lazer,45.0,40.0,1.0
4841,utilidades_domesticas,51.0,1540.0,1.0
4842,papelaria,52.0,372.0,4.0
4843,beleza_saude,55.0,724.0,3.0
4844,ferramentas_jardim,40.0,1222.0,1.0
4845,automotivo,36.0,359.0,1.0
4846,automotivo,60.0,183.0,2.0
4847,cool_stuff,60.0,933.0,6.0
4848,pet_shop,59.0,678.0,4.0
4849,musica,45.0,1465.0,5.0
4850,utilidades_domesticas,45.0,293.0,1.0
4851,relogios_presentes,60.0,491.0,2.0
4852,moveis_sala,47.0,521.0,4.0
4853,ferramentas_jardim,48.0,1658.0,1.0
4854,telefonia,58.0,777.0,6.0
4855,fashion_bolsas_e_acessorios,45.0,323.0,2.0
4856,brinquedos,39.0,130.0,1.0
4857,fashion_bolsas_e_acessorios,38.0,442.0,3.0
4858,utilidades_domesticas,59.0,212.0,2.0
4859,cama_mesa_banho,53.0,653.0,1.0
4860,esporte_lazer,61.0,604.0,1.0
4861,moveis_decoracao,60.0,258.0,2.0
4862,cama_mesa_banho,55.0,415.0,1.0
4863,livros_tecnicos,41.0,745.0,1.0
4864,moveis_decoracao,43.0,474.0,1.0
4865,instrumentos_musicais,59.0,802.0,2.0
4866,moveis_decoracao,40.0,293.0,3.0
4867,casa_construcao,59.0,877.0,7.0
4868,construcao_ferramentas_construcao,47.0,1139.0,3.0
4869,climatizacao,47.0,270.0,2.0
4870,alimentos,49.0,477.0,2.0
4871,ferramentas_jardim,52.0,308.0,1.0
4872,brinquedos,43.0,1339.0,1.0
4873,relogios_presentes,38.0,223.0,3.0
4874,esporte_lazer,41.0,127.0,1.0
4875,eletrodomesticos,53.0,1503.0,2.0
4876,esporte_lazer,48.0,2523.0,1.0
4877,brinquedos,41.0,1100.0,4.0
4878,pet_shop,32.0,1244.0,1.0
4879,perfumaria,23.0,768.0,2.0
4880,beleza_saude,44.0,502.0,1.0
4881,moveis_decoracao,63.0,554.0,11.0
4882,telefonia,50.0,519.0,1.0
4883,perfumaria,33.0,744.0,1.0
4884,cama_mesa_banho,57.0,150.0,2.0
4885,utilidades_domesticas,56.0,1200.0,2.0
4886,automotivo,42.0,431.0,1.0
4887,beleza_saude,43.0,1650.0,4.0
4888,moveis_decoracao,47.0,1092.0,1.0
4889,automotivo,59.0,395.0,1.0
4890,livros_interesse_geral,40.0,1618.0,1.0
4891,construcao_ferramentas_ferramentas,53.0,226.0,3.0
4892,moveis_decoracao,56.0,812.0,1.0
4893,brinquedos,36.0,355.0,3.0
4894,utilidades_domesticas,59.0,614.0,1.0
4895,utilidades_domesticas,48.0,943.0,1.0
4896,moveis_decoracao,34.0,569.0,1.0
4897,ferramentas_jardim,43.0,1183.0,1.0
4898,beleza_saude,60.0,696.0,7.0
4899,esporte_lazer,58.0,646.0,2.0
4900,utilidades_domesticas,59.0,833.0,1.0
4901,informatica_acessorios,57.0,297.0,2.0
4902,perfumaria,41.0,512.0,1.0
4903,automotivo,51.0,424.0,2.0
4904,utilidades_domesticas,38.0,597.0,3.0
4905,cama_mesa_banho,53.0,1156.0,2.0
4906,pet_shop,53.0,203.0,1.0
4907,utilidades_domesticas,51.0,339.0,1.0
4908,automotivo,55.0,544.0,1.0
4909,automotivo,60.0,317.0,4.0
4910,esporte_lazer,51.0,302.0,1.0
4911,cama_mesa_banho,59.0,367.0,1.0
4912,esporte_lazer,56.0,307.0,4.0
4913,informatica_acessorios,57.0,749.0,1.0
4914,moveis_decoracao,57.0,517.0,2.0
4915,cama_mesa_banho,55.0,298.0,1.0
4916,automotivo,55.0,212.0,3.0
4917,utilidades_domesticas,48.0,1797.0,5.0
4918,telefonia_fixa,53.0,1265.0,1.0
4919,beleza_saude,60.0,450.0,1.0
4920,papelaria,55.0,1006.0,3.0
4921,utilidades_domesticas,47.0,755.0,1.0
4922,ferramentas_jardim,41.0,313.0,1.0
4923,esporte_lazer,51.0,1097.0,5.0
4924,moveis_decoracao,56.0,893.0,3.0
4925,telefonia,54.0,259.0,1.0
4926,utilidades_domesticas,39.0,343.0,1.0
4927,bebes,53.0,829.0,4.0
4928,relogios_presentes,52.0,339.0,1.0
4929,ferramentas_jardim,34.0,511.0,4.0
4930,cama_mesa_banho,63.0,837.0,1.0
4931,informatica_acessorios,47.0,576.0,1.0
4932,beleza_saude,50.0,431.0,4.0
4933,utilidades_domesticas,51.0,539.0,1.0
4934,utilidades_domesticas,56.0,231.0,1.0
4935,informatica_acessorios,33.0,1084.0,1.0
4936,utilidades_domesticas,55.0,757.0,4.0
4937,informatica_acessorios,33.0,1303.0,1.0
4938,alimentos_bebidas,59.0,459.0,2.0
4939,esporte_lazer,39.0,626.0,1.0
4940,artigos_de_natal,46.0,1030.0,1.0
4941,beleza_saude,46.0,803.0,1.0
4942,moveis_escritorio,56.0,1285.0,1.0
4943,telefonia,33.0,1577.0,2.0
4944,ferramentas_jardim,40.0,207.0,4.0
4945,ferramentas_jardim,57.0,2689.0,4.0
4946,informatica_acessorios,48.0,339.0,6.0
4947,perfumaria,39.0,613.0,1.0
4948,papelaria,45.0,435.0,2.0
4949,pet_shop,60.0,872.0,3.0
4950,beleza_saude,58.0,2910.0,1.0
4951,musica,59.0,1957.0,3.0
4952,esporte_lazer,59.0,763.0,1.0
4953,automotivo,52.0,383.0,1.0
4954,moveis_decoracao,56.0,685.0,1.0
4955,moveis_decoracao,59.0,205.0,8.0
4956,cama_mesa_banho,48.0,426.0,1.0
4957,malas_acessorios,40.0,1070.0,1.0
4958,esporte_lazer,57.0,1750.0,4.0
4959,perfumaria,56.0,182.0,1.0
4960,utilidades_domesticas,46.0,979.0,5.0
4961,utilidades_domesticas,16.0,202.0,1.0
4962,perfumaria,60.0,341.0,1.0
4963,cama_mesa_banho,59.0,349.0,2.0
4964,instrumentos_musicais,56.0,250.0,1.0
4965,beleza_saude,56.0,825.0,1.0
4966,pet_shop,58.0,334.0,5.0
4967,brinquedos,44.0,71.0,2.0
4968,beleza_saude,57.0,1687.0,1.0
4969,informatica_acessorios,58.0,1484.0,5.0
4970,brinquedos,33.0,669.0,1.0
4971,livros_importados,56.0,440.0,1.0
4972,esporte_lazer,57.0,654.0,1.0
4973,cool_stuff,54.0,710.0,3.0
4974,cama_mesa_banho,53.0,768.0,4.0
4975,informatica_acessorios,60.0,334.0,3.0
4976,cama_mesa_banho,60.0,298.0,1.0
4977,automotivo,39.0,328.0,1.0
4978,esporte_lazer,47.0,594.0,5.0
4979,relogios_presentes,53.0,184.0,6.0
4980,moveis_decoracao,62.0,1702.0,1.0
4981,relogios_presentes,54.0,555.0,4.0
4982,cama_mesa_banho,53.0,635.0,1.0
4983,fashion_calcados,41.0,342.0,4.0
4984,brinquedos,46.0,226.0,1.0
4985,utilidades_domesticas,42.0,540.0,4.0
4986,beleza_saude,56.0,2137.0,1.0
4987,esporte_lazer,60.0,576.0,5.0
4988,telefonia,54.0,581.0,1.0
4989,beleza_saude,60.0,918.0,1.0
4990,utilidades_domesticas,35.0,347.0,2.0
4991,beleza_saude,32.0,324.0,1.0
4992,casa_construcao,55.0,1627.0,1.0
4993,pet_shop,59.0,1002.0,4.0
4994,casa_construcao,37.0,354.0,1.0
4995,informatica_acessorios,58.0,1707.0,2.0
4996,informatica_acessorios,41.0,635.0,1.0
4997,informatica_acessorios,56.0,813.0,4.0
4998,fashion_bolsas_e_acessorios,57.0,113.0,1.0
4999,esporte_lazer,34.0,100.0,3.0
5000,telefonia,50.0,194.0,1.0
5001,beleza_saude,43.0,754.0,1.0
5002,bebes,44.0,616.0,2.0
5003,relogios_presentes,55.0,464.0,3.0
5004,telefonia,53.0,486.0,1.0
5005,esporte_lazer,48.0,2056.0,1.0
5006,perfumaria,48.0,1671.0,1.0
5007,eletrodomesticos,57.0,175.0,3.0
5008,moveis_decoracao,51.0,272.0,1.0
5009,audio,21.0,68.0,3.0
5010,moveis_escritorio,57.0,274.0,1.0
5011,cool_stuff,46.0,595.0,2.0
5012,telefonia,57.0,2112.0,1.0
5013,telefonia,59.0,734.0,4.0
5014,brinquedos,35.0,537.0,3.0
5015,moveis_decoracao,52.0,748.0,4.0
5016,cama_mesa_banho,48.0,1056.0,1.0
5017,construcao_ferramentas_construcao,47.0,475.0,1.0
5018,informatica_acessorios,56.0,944.0,1.0
5019,beleza_saude,52.0,455.0,1.0
5020,construcao_ferramentas_iluminacao,54.0,538.0,2.0
5021,automotivo,46.0,377.0,1.0
5022,telefonia,51.0,544.0,5.0
5023,brinquedos,48.0,271.0,1.0
5024,automotivo,49.0,1565.0,4.0
5025,informatica_acessorios,52.0,218.0,1.0
5026,utilidades_domesticas,44.0,2017.0,3.0
5027,esporte_lazer,35.0,649.0,4.0
5028,utilidades_domesticas,59.0,2011.0,5.0
5029,moveis_decoracao,47.0,772.0,1.0
5030,fashion_bolsas_e_acessorios,63.0,1144.0,8.0
5031,eletrodomesticos_2,46.0,373.0,3.0
5032,cool_stuff,59.0,320.0,1.0
5033,automotivo,52.0,729.0,1.0
5034,utilidades_domesticas,25.0,472.0,2.0
5035,perfumaria,30.0,138.0,1.0
5036,esporte_lazer,52.0,671.0,6.0
5037,automotivo,55.0,97.0,1.0
5038,beleza_saude,23.0,565.0,1.0
5039,utilidades_domesticas,56.0,561.0,1.0
5040,beleza_saude,53.0,763.0,1.0
5041,esporte_lazer,51.0,759.0,6.0
5042,cama_mesa_banho,40.0,529.0,3.0
5043,cama_mesa_banho,59.0,396.0,1.0
5044,informatica_acessorios,54.0,1368.0,4.0
5045,utilidades_domesticas,31.0,259.0,1.0
5046,eletronicos,46.0,339.0,2.0
5047,beleza_saude,34.0,1043.0,2.0
5048,automotivo,57.0,234.0,1.0
5049,consoles_games,41.0,253.0,1.0
5050,brinquedos,56.0,771.0,4.0
5051,artigos_de_natal,44.0,253.0,1.0
5052,cama_mesa_banho,32.0,253.0,1.0
5053,construcao_ferramentas_iluminacao,53.0,981.0,3.0
5054,utilidades_domesticas,59.0,1236.0,1.0
5055,automotivo,54.0,530.0,1.0
5056,beleza_saude,49.0,893.0,1.0
5057,relogios_presentes,45.0,723.0,3.0
5058,automotivo,56.0,651.0,5.0
5059,utilidades_domesticas,53.0,117.0,6.0
5060,papelaria,58.0,298.0,5.0
5061,cama_mesa_banho,51.0,215.0,1.0
5062,telefonia_fixa,44.0,333.0,3.0
5063,eletronicos,59.0,444.0,1.0
5064,automotivo,32.0,347.0,1.0
5065,utilidades_domesticas,57.0,1016.0,4.0
5066,cine_foto,43.0,299.0,1.0
5067,moveis_escritorio,47.0,2164.0,1.0
5068,utilidades_domesticas,55.0,486.0,1.0
5069,brinquedos,49.0,194.0,2.0
5070,relogios_presentes,51.0,475.0,6.0
5071,beleza_saude,45.0,568.0,1.0
5072,perfumaria,40.0,280.0,1.0
5073,bebes,39.0,235.0,2.0
5074,utilidades_domesticas,57.0,485.0,3.0
5075,utilidades_domesticas,40.0,144.0,1.0
5076,utilidades_domesticas,45.0,507.0,3.0
5077,bebes,49.0,375.0,6.0
5078,moveis_decoracao,59.0,668.0,1.0
5079,beleza_saude,55.0,476.0,1.0
5080,utilidades_domesticas,50.0,492.0,2.0
5081,eletronicos,49.0,190.0,1.0
5082,beleza_saude,46.0,456.0,1.0
5083,cool_stuff,60.0,813.0,3.0
5084,cool_stuff,60.0,899.0,3.0
5085,telefonia,45.0,723.0,1.0
5086,moveis_decoracao,58.0,275.0,1.0
5087,utilidades_domesticas,35.0,181.0,1.0
5088,construcao_ferramentas_seguranca,55.0,330.0,1.0
5089,utilidades_domesticas,54.0,691.0,3.0
5090,bebes,57.0,802.0,2.0
5091,moveis_decoracao,33.0,575.0,1.0
5092,telefonia,28.0,763.0,5.0
5093,ferramentas_jardim,36.0,493.0,1.0
5094,automotivo,58.0,1632.0,3.0
5095,cama_mesa_banho,60.0,269.0,1.0
5096,cama_mesa_banho,35.0,104.0,1.0
5097,cama_mesa_banho,59.0,395.0,1.0
5098,bebes,58.0,1083.0,1.0
5099,beleza_saude,47.0,808.0,1.0
5100,fashion_bolsas_e_acessorios,48.0,350.0,1.0
5101,relogios_presentes,51.0,668.0,1.0
5102,moveis_decoracao,56.0,2043.0,5.0
5103,cama_mesa_banho,56.0,715.0,1.0
5104,construcao_ferramentas_construcao,54.0,2312.0,1.0
5105,ferramentas_jardim,47.0,574.0,1.0
5106,esporte_lazer,41.0,229.0,2.0
5107,telefonia,58.0,818.0,5.0
5108,eletrodomesticos,58.0,644.0,1.0
5109,construcao_ferramentas_construcao,55.0,162.0,3.0
5110,telefonia,45.0,361.0,1.0
5111,pet_shop,55.0,348.0,1.0
5112,ferramentas_jardim,63.0,1829.0,10.0
5113,esporte_lazer,47.0,718.0,1.0
5114,cama_mesa_banho,62.0,313.0,1.0
5115,audio,48.0,424.0,1.0
5116,moveis_decoracao,23.0,438.0,3.0
5117,cama_mesa_banho,53.0,210.0,1.0
5118,telefonia,52.0,397.0,3.0
5119,cama_mesa_banho,59.0,620.0,2.0
5120,informatica_acessorios,32.0,1074.0,2.0
5121,moveis_decoracao,64.0,3322.0,1.0
5122,esporte_lazer,48.0,265.0,1.0
5123,relogios_presentes,56.0,563.0,2.0
5124,utilidades_domesticas,60.0,3860.0,1.0
5125,bebes,56.0,1317.0,3.0
5126,relogios_presentes,60.0,1709.0,1.0
5127,perfumaria,55.0,838.0,1.0
5128,ferramentas_jardim,53.0,566.0,1.0
5129,beleza_saude,52.0,832.0,1.0
5130,beleza_saude,41.0,1104.0,1.0
5131,esporte_lazer,47.0,1370.0,1.0
5132,brinquedos,56.0,316.0,3.0
5133,eletrodomesticos,44.0,78.0,1.0
5134,brinquedos,41.0,960.0,3.0
5135,moveis_decoracao,52.0,517.0,2.0
5136,moveis_decoracao,63.0,176.0,2.0
5137,bebes,42.0,848.0,1.0
5138,esporte_lazer,40.0,754.0,1.0
5139,utilidades_domesticas,27.0,282.0,2.0
5140,automotivo,57.0,854.0,6.0
5141,beleza_saude,42.0,647.0,1.0
5142,eletronicos,47.0,427.0,3.0
5143,construcao_ferramentas_jardim,53.0,685.0,1.0
5144,automotivo,59.0,298.0,1.0
5145,esporte_lazer,29.0,2084.0,1.0
5146,perfumaria,48.0,969.0,3.0
5147,beleza_saude,45.0,1031.0,1.0
5148,beleza_saude,29.0,1586.0,1.0
5149,papelaria,60.0,1076.0,4.0
5150,esporte_lazer,31.0,211.0,1.0
5151,beleza_saude,53.0,1502.0,4.0
5152,moveis_escritorio,46.0,2206.0,1.0
5153,perfumaria,35.0,776.0,1.0
5154,informatica_acessorios,46.0,1228.0,5.0
5155,eletroportateis,45.0,956.0,3.0
5156,casa_construcao,45.0,638.0,4.0
5157,perfumaria,35.0,316.0,1.0
5158,papelaria,26.0,70.0,1.0
5159,brinquedos,47.0,602.0,1.0
5160,bebes,58.0,164.0,1.0
5161,informatica_acessorios,33.0,253.0,1.0
5162,perfumaria,39.0,419.0,1.0
5163,moveis_decoracao,63.0,181.0,2.0
5164,perfumaria,51.0,607.0,1.0
5165,dvds_blu_ray,44.0,696.0,1.0
5166,fashion_bolsas_e_acessorios,27.0,472.0,1.0
5167,eletrodomesticos_2,59.0,507.0,1.0
5168,moveis_decoracao,51.0,333.0,4.0
5169,automotivo,58.0,651.0,5.0
5170,malas_acessorios,49.0,411.0,3.0
5171,moveis_decoracao,59.0,473.0,1.0
5172,utilidades_domesticas,59.0,788.0,1.0
5173,automotivo,57.0,689.0,4.0
5174,fashion_bolsas_e_acessorios,60.0,487.0,14.0
5175,cine_foto,56.0,1451.0,1.0
5176,utilidades_domesticas,58.0,495.0,3.0
5177,ferramentas_jardim,56.0,212.0,3.0
5178,construcao_ferramentas_iluminacao,38.0,308.0,1.0
5179,utilidades_domesticas,59.0,586.0,6.0
5180,cama_mesa_banho,62.0,630.0,1.0
5181,moveis_decoracao,57.0,216.0,1.0
5182,ferramentas_jardim,39.0,524.0,2.0
5183,automotivo,56.0,1803.0,4.0
5184,esporte_lazer,52.0,914.0,2.0
5185,utilidades_domesticas,47.0,630.0,3.0
5186,automotivo,56.0,855.0,5.0
5187,relogios_presentes,48.0,488.0,1.0
5188,informatica_acessorios,55.0,635.0,1.0
5189,cama_mesa_banho,57.0,675.0,1.0
5190,perfumaria,58.0,912.0,1.0
5191,informatica_acessorios,60.0,540.0,1.0
5192,moveis_decoracao,24.0,234.0,1.0
5193,esporte_lazer,55.0,1524.0,1.0
5194,automotivo,50.0,625.0,3.0
5195,esporte_lazer,56.0,627.0,4.0
5196,livros_interesse_geral,53.0,2315.0,3.0
5197,fashion_bolsas_e_acessorios,54.0,356.0,3.0
5198,informatica_acessorios,36.0,398.0,1.0
5199,casa_construcao,57.0,821.0,3.0
5200,moveis_decoracao,63.0,461.0,2.0
5201,perfumaria,39.0,82.0,1.0
5202,market_place,62.0,310.0,2.0
5203,cama_mesa_banho,57.0,492.0,1.0
5204,cama_mesa_banho,57.0,507.0,1.0
5205,telefonia,59.0,1311.0,2.0
5206,moveis_decoracao,54.0,718.0,1.0
5207,construcao_ferramentas_jardim,55.0,2039.0,6.0
5208,cama_mesa_banho,59.0,81.0,1.0
5209,beleza_saude,54.0,314.0,1.0
5210,utilidades_domesticas,55.0,65.0,2.0
5211,cama_mesa_banho,58.0,626.0,2.0
5212,informatica_acessorios,28.0,736.0,1.0
5213,brinquedos,57.0,70.0,4.0
5214,esporte_lazer,41.0,243.0,1.0
5215,livros_interesse_geral,34.0,318.0,1.0
5216,moveis_decoracao,52.0,485.0,2.0
5217,moveis_decoracao,23.0,468.0,2.0
5218,fashion_bolsas_e_acessorios,53.0,277.0,4.0
5219,brinquedos,58.0,533.0,3.0
5220,bebes,45.0,406.0,4.0
5221,perfumaria,41.0,688.0,1.0
5222,beleza_saude,35.0,355.0,1.0
5223,construcao_ferramentas_jardim,57.0,815.0,1.0
5224,brinquedos,58.0,622.0,2.0
5225,beleza_saude,61.0,1054.0,4.0
5226,ferramentas_jardim,43.0,478.0,1.0
5227,cama_mesa_banho,53.0,253.0,1.0
5228,ferramentas_jardim,48.0,388.0,1.0
5229,eletrodomesticos,58.0,1005.0,3.0
5230,automotivo,49.0,386.0,1.0
5231,bebes,59.0,921.0,4.0
5232,ferramentas_jardim,47.0,590.0,4.0
5233,telefonia_fixa,20.0,287.0,3.0
5234,beleza_saude,37.0,974.0,1.0
5235,eletroportateis,58.0,1160.0,6.0
5236,fashion_calcados,34.0,240.0,12.0
5237,eletronicos,54.0,1497.0,7.0
5238,cama_mesa_banho,45.0,283.0,1.0
5239,brinquedos,30.0,621.0,2.0
5240,cama_mesa_banho,59.0,81.0,1.0
5241,cama_mesa_banho,34.0,308.0,1.0
5242,utilidades_domesticas,25.0,388.0,2.0
5243,utilidades_domesticas,59.0,322.0,5.0
5244,eletrodomesticos,60.0,143.0,2.0
5245,fashion_bolsas_e_acessorios,33.0,269.0,2.0
5246,esporte_lazer,31.0,486.0,1.0
5247,relogios_presentes,51.0,314.0,3.0
5248,moveis_decoracao,40.0,117.0,7.0
5249,consoles_games,40.0,786.0,1.0
5250,cama_mesa_banho,40.0,324.0,1.0
5251,papelaria,52.0,39.0,1.0
5252,cool_stuff,50.0,1490.0,3.0
5253,perfumaria,56.0,505.0,3.0
5254,automotivo,54.0,785.0,4.0
5255,esporte_lazer,39.0,716.0,2.0
5256,automotivo,60.0,762.0,2.0
5257,climatizacao,55.0,1139.0,4.0
5258,construcao_ferramentas_construcao,59.0,339.0,1.0
5259,eletronicos,46.0,1047.0,2.0
5260,moveis_decoracao,63.0,1774.0,10.0
5261,brinquedos,36.0,518.0,1.0
5262,eletronicos,45.0,456.0,1.0
5263,brinquedos,16.0,373.0,1.0
5264,utilidades_domesticas,59.0,1786.0,1.0
5265,beleza_saude,52.0,577.0,1.0
5266,utilidades_domesticas,58.0,331.0,4.0
5267,esporte_lazer,46.0,735.0,1.0
5268,moveis_escritorio,37.0,1069.0,1.0
5269,moveis_decoracao,59.0,1977.0,3.0
5270,informatica_acessorios,54.0,347.0,2.0
5271,informatica_acessorios,55.0,726.0,2.0
5272,consoles_games,27.0,830.0,1.0
5273,ferramentas_jardim,41.0,561.0,1.0
5274,esporte_lazer,32.0,3831.0,1.0
5275,moveis_decoracao,48.0,669.0,2.0
5276,utilidades_domesticas,43.0,595.0,1.0
5277,utilidades_domesticas,51.0,127.0,3.0
5278,esporte_lazer,19.0,423.0,2.0
5279,cama_mesa_banho,60.0,270.0,1.0
5280,utilidades_domesticas,36.0,339.0,2.0
5281,ferramentas_jardim,60.0,1015.0,1.0
5282,moveis_decoracao,53.0,676.0,4.0
5283,bebes,36.0,474.0,1.0
5284,informatica_acessorios,48.0,411.0,1.0
5285,esporte_lazer,45.0,211.0,1.0
5286,moveis_decoracao,60.0,3160.0,3.0
5287,fashion_calcados,51.0,1436.0,1.0
5288,cama_mesa_banho,55.0,397.0,1.0
5289,eletronicos,43.0,287.0,1.0
5290,automotivo,52.0,85.0,1.0
5291,instrumentos_musicais,63.0,999.0,10.0
5292,artigos_de_natal,44.0,247.0,1.0
5293,cama_mesa_banho,60.0,1617.0,4.0
5294,eletroportateis,56.0,1099.0,3.0
5295,cool_stuff,57.0,768.0,4.0
5296,malas_acessorios,43.0,727.0,1.0
5297,bebes,52.0,738.0,1.0
5298,fashion_bolsas_e_acessorios,55.0,634.0,4.0
5299,utilidades_domesticas,37.0,2475.0,6.0
5300,brinquedos,40.0,1156.0,1.0
5301,cama_mesa_banho,60.0,340.0,1.0
5302,papelaria,57.0,722.0,3.0
5303,moveis_decoracao,55.0,130.0,1.0
5304,utilidades_domesticas,58.0,535.0,5.0
5305,pet_shop,53.0,627.0,1.0
5306,livros_interesse_geral,58.0,1288.0,2.0
5307,moveis_decoracao,63.0,682.0,8.0
5308,utilidades_domesticas,61.0,881.0,4.0
5309,bebes,13.0,850.0,1.0
5310,eletronicos,48.0,118.0,1.0
5311,moveis_decoracao,50.0,500.0,1.0
5312,brinquedos,45.0,308.0,7.0
5313,industria_comercio_e_negocios,52.0,1561.0,2.0
5314,automotivo,56.0,703.0,6.0
5315,eletrodomesticos,56.0,101.0,1.0
5316,bebes,38.0,1531.0,2.0
5317,cama_mesa_banho,43.0,502.0,1.0
5318,moveis_decoracao,48.0,1470.0,3.0
